record_id,date,year,day_of_year,week_of_year,month,store_id,category,weekly_sales,units_sold,is_promotion,promotion_discount,store_size_factor,avg_temperature_c
1378,2022-06-27,2022,26,26,6,S02,Clothing,12516.19,529,0,0.0,1.147,21.7
1379,2022-07-04,2022,27,27,7,S02,Clothing,15890.42,525,0,0.0,1.147,19.1
1380,2022-07-11,2022,28,28,7,S02,Clothing,12960.55,369,0,0.0,1.147,24.1
1381,2022-07-18,2022,29,29,7,S02,Clothing,13714.8,504,0,0.0,1.147,24.7
1382,2022-07-25,2022,30,30,7,S02,Clothing,13593.28,442,0,0.0,1.147,17.3
1383,2022-08-01,2022,31,31,8,S02,Clothing,13769.72,329,0,0.0,1.147,25.3
1384,2022-08-08,2022,32,32,8,S02,Clothing,14865.16,405,1,0.16,1.147,24.8
1385,2022-08-15,2022,33,33,8,S02,Clothing,14183.12,528,0,0.0,1.147,26.3
1386,2022-08-22,2022,34,34,8,S02,Clothing,12757.06,343,0,0.0,1.147,20.0
1387,2022-08-29,2022,35,35,8,S02,Clothing,13808.62,468,1,0.24,1.147,23.9
1388,2022-09-05,2022,36,36,9,S02,Clothing,11897.05,276,0,0.0,1.147,20.5
1389,2022-09-12,2022,37,37,9,S02,Clothing,10270.15,432,0,0.0,1.147,19.7
1390,2022-09-19,2022,38,38,9,S02,Clothing,12326.56,366,0,0.0,1.147,13.1
1391,2022-09-26,2022,39,39,9,S02,Clothing,11253.9,375,0,0.0,1.147,19.5
1392,2022-10-03,2022,40,40,10,S02,Clothing,10376.54,309,0,0.0,1.147,12.9
1393,2022-10-10,2022,41,41,10,S02,Clothing,11496.6,293,0,0.0,1.147,15.2
1394,2022-10-17,2022,42,42,10,S02,Clothing,11870.3,386,0,0.0,1.147,12.1
1395,2022-10-24,2022,43,43,10,S02,Clothing,10967.0,478,0,0.0,1.147,7.2
1396,2022-10-31,2022,44,44,10,S02,Clothing,10154.19,488,0,0.0,1.147,5.6
1397,2022-11-07,2022,45,45,11,S02,Clothing,10046.69,406,0,0.0,1.147,0.7
1398,2022-11-14,2022,46,46,11,S02,Clothing,16264.88,712,1,0.18,1.147,3.1
1399,2022-11-21,2022,47,47,11,S02,Clothing,14498.42,324,1,0.25,1.147,3.4
1400,2022-11-28,2022,48,48,11,S02,Clothing,13912.87,317,1,0.05,1.147,6.3
1401,2022-12-05,2022,49,49,12,S02,Clothing,14822.97,482,1,0.1,1.147,8.3
1402,2022-12-12,2022,50,50,12,S02,Clothing,14699.77,364,1,0.24,1.147,2.3
1403,2022-12-19,2022,51,51,12,S02,Clothing,15517.25,411,1,0.05,1.147,6.3
1404,2022-12-26,2022,52,52,12,S02,Clothing,12818.87,365,1,0.12,1.147,1.5
1405,2023-01-02,2023,1,1,1,S02,Clothing,10210.8,466,0,0.0,1.147,-8.9
1406,2023-01-09,2023,2,2,1,S02,Clothing,11592.59,315,0,0.0,1.147,9.9
1407,2023-01-16,2023,3,3,1,S02,Clothing,11884.07,268,0,0.0,1.147,-2.3
1408,2023-01-23,2023,4,4,1,S02,Clothing,9852.75,419,0,0.0,1.147,4.0
1409,2023-01-30,2023,5,5,1,S02,Clothing,11458.31,563,0,0.0,1.147,4.7
1410,2023-02-06,2023,6,6,2,S02,Clothing,11981.72,512,0,0.0,1.147,7.7
1411,2023-02-13,2023,7,7,2,S02,Clothing,10716.05,336,0,0.0,1.147,2.2
1412,2023-02-20,2023,8,8,2,S02,Clothing,10507.64,267,0,0.0,1.147,12.0
1413,2023-02-27,2023,9,9,2,S02,Clothing,11936.35,614,0,0.0,1.147,5.1
1414,2023-03-06,2023,10,10,3,S02,Clothing,11805.1,492,0,0.0,1.147,11.3
1415,2023-03-13,2023,11,11,3,S02,Clothing,12013.76,365,0,0.0,1.147,15.9
1416,2023-03-20,2023,12,12,3,S02,Clothing,9151.79,341,0,0.0,1.147,13.6
1417,2023-03-27,2023,13,13,3,S02,Clothing,11544.15,433,0,0.0,1.147,15.8
1418,2023-04-03,2023,14,14,4,S02,Clothing,12952.04,394,0,0.0,1.147,20.6
1419,2023-04-10,2023,15,15,4,S02,Clothing,14489.71,717,0,0.0,1.147,13.0
1420,2023-04-17,2023,16,16,4,S02,Clothing,15287.71,629,0,0.0,1.147,12.4
1421,2023-04-24,2023,17,17,4,S02,Clothing,14865.73,681,0,0.0,1.147,22.8
1422,2023-05-01,2023,18,18,5,S02,Clothing,16559.76,434,0,0.0,1.147,10.6
1423,2023-05-08,2023,19,19,5,S02,Clothing,13383.79,622,0,0.0,1.147,23.1
1424,2023-05-15,2023,20,20,5,S02,Clothing,14096.08,320,0,0.0,1.147,17.3
1425,2023-05-22,2023,21,21,5,S02,Clothing,13050.27,375,0,0.0,1.147,21.1
1426,2023-05-29,2023,22,22,5,S02,Clothing,16905.67,830,1,0.13,1.147,30.3
1427,2023-06-05,2023,23,23,6,S02,Clothing,12853.67,440,1,0.1,1.147,17.4
1428,2023-06-12,2023,24,24,6,S02,Clothing,13625.38,386,0,0.0,1.147,24.0
1429,2023-06-19,2023,25,25,6,S02,Clothing,13057.39,459,0,0.0,1.147,30.4
1430,2023-06-26,2023,26,26,6,S02,Clothing,14564.75,366,0,0.0,1.147,32.8
1431,2023-07-03,2023,27,27,7,S02,Clothing,15899.92,456,1,0.22,1.147,29.9
1432,2023-07-10,2023,28,28,7,S02,Clothing,14645.5,346,0,0.0,1.147,29.8
1433,2023-07-17,2023,29,29,7,S02,Clothing,14733.07,394,0,0.0,1.147,26.0
1434,2023-07-24,2023,30,30,7,S02,Clothing,12961.45,312,0,0.0,1.147,25.1
1435,2023-07-31,2023,31,31,7,S02,Clothing,13855.34,750,0,0.0,1.147,30.9
1436,2023-08-07,2023,32,32,8,S02,Clothing,14449.19,554,0,0.0,1.147,14.5
1437,2023-08-14,2023,33,33,8,S02,Clothing,13065.44,477,0,0.0,1.147,15.5
1438,2023-08-21,2023,34,34,8,S02,Clothing,14304.04,354,0,0.0,1.147,27.4
1439,2023-08-28,2023,35,35,8,S02,Clothing,13930.79,320,0,0.0,1.147,21.0
1440,2023-09-04,2023,36,36,9,S02,Clothing,11287.63,277,0,0.0,1.147,19.3
1441,2023-09-11,2023,37,37,9,S02,Clothing,11958.72,379,0,0.0,1.147,14.2
1442,2023-09-18,2023,38,38,9,S02,Clothing,10940.26,349,0,0.0,1.147,11.6
1443,2023-09-25,2023,39,39,9,S02,Clothing,10368.12,241,0,0.0,1.147,17.3
1444,2023-10-02,2023,40,40,10,S02,Clothing,10603.5,344,0,0.0,1.147,10.1
1445,2023-10-09,2023,41,41,10,S02,Clothing,10910.45,249,1,0.11,1.147,9.6
1446,2023-10-16,2023,42,42,10,S02,Clothing,11346.54,567,0,0.0,1.147,7.3
1447,2023-10-23,2023,43,43,10,S02,Clothing,12052.29,317,0,0.0,1.147,17.3
1448,2023-10-30,2023,44,44,10,S02,Clothing,11653.23,289,0,0.0,1.147,5.2
1449,2023-11-06,2023,45,45,11,S02,Clothing,10667.28,543,0,0.0,1.147,-2.5
1450,2023-11-13,2023,46,46,11,S02,Clothing,15128.51,553,1,0.24,1.147,8.6
1451,2023-11-20,2023,47,47,11,S02,Clothing,15761.15,746,1,0.07,1.147,4.1
1452,2023-11-27,2023,48,48,11,S02,Clothing,15189.7,547,1,0.16,1.147,2.9
1453,2023-12-04,2023,49,49,12,S02,Clothing,13653.45,336,1,0.21,1.147,-1.6
1454,2023-12-11,2023,50,50,12,S02,Clothing,13809.64,728,1,0.14,1.147,1.6
1455,2023-12-18,2023,51,51,12,S02,Clothing,13477.18,396,1,0.19,1.147,-2.8
1456,2023-12-25,2023,52,52,12,S02,Clothing,16585.1,508,1,0.25,1.147,1.0
1457,2020-01-06,2020,1,2,1,S02,Groceries,27153.84,637,0,0.0,1.147,8.8
1458,2020-01-13,2020,2,3,1,S02,Groceries,28768.24,643,0,0.0,1.147,9.6
1459,2020-01-20,2020,3,4,1,S02,Groceries,26875.98,1186,1,0.21,1.147,0.9
1460,2020-01-27,2020,4,5,1,S02,Groceries,25103.59,663,0,0.0,1.147,0.6
1461,2020-02-03,2020,5,6,2,S02,Groceries,27664.14,974,0,0.0,1.147,5.8
1462,2020-02-10,2020,6,7,2,S02,Groceries,26741.51,741,1,0.12,1.147,-1.3
1463,2020-02-17,2020,7,8,2,S02,Groceries,25189.24,1068,0,0.0,1.147,14.0
1464,2020-02-24,2020,8,9,2,S02,Groceries,24956.26,694,0,0.0,1.147,7.0
1465,2020-03-02,2020,9,10,3,S02,Groceries,26153.9,861,1,0.24,1.147,11.7
1466,2020-03-09,2020,10,11,3,S02,Groceries,26576.75,862,1,0.11,1.147,9.8
1467,2020-03-16,2020,11,12,3,S02,Groceries,15490.6,512,0,0.0,1.147,5.6
1468,2020-03-23,2020,12,13,3,S02,Groceries,16560.68,684,0,0.0,1.147,13.8
1469,2020-03-30,2020,13,14,3,S02,Groceries,14209.15,441,1,0.23,1.147,16.9
1470,2020-04-06,2020,14,15,4,S02,Groceries,17991.64,880,0,0.0,1.147,20.7
1471,2020-04-13,2020,15,16,4,S02,Groceries,20886.44,1134,1,0.21,1.147,18.0
1472,2020-04-20,2020,16,17,4,S02,Groceries,21289.75,524,1,0.1,1.147,21.1
1473,2020-04-27,2020,17,18,4,S02,Groceries,16008.39,696,0,0.0,1.147,25.1
1474,2020-05-04,2020,18,19,5,S02,Groceries,15503.37,779,0,0.0,1.147,20.9
1475,2020-05-11,2020,19,20,5,S02,Groceries,16780.66,381,0,0.0,1.147,23.7
1476,2020-05-18,2020,20,21,5,S02,Groceries,20708.38,874,0,0.0,1.147,26.7
1477,2020-05-25,2020,21,22,5,S02,Groceries,16512.68,669,0,0.0,1.147,30.7
1478,2020-06-01,2020,22,23,6,S02,Groceries,19377.77,787,0,0.0,1.147,29.0
1479,2020-06-08,2020,23,24,6,S02,Groceries,17177.73,685,0,0.0,1.147,24.0
1480,2020-06-15,2020,24,25,6,S02,Groceries,17512.2,498,0,0.0,1.147,27.4
1481,2020-06-22,2020,25,26,6,S02,Groceries,17347.67,768,1,0.1,1.147,33.5
1482,2020-06-29,2020,26,27,6,S02,Groceries,21064.33,1015,1,0.22,1.147,26.0
1483,2020-07-06,2020,27,28,7,S02,Groceries,24885.59,564,0,0.0,1.147,27.8
1484,2020-07-13,2020,28,29,7,S02,Groceries,23364.79,593,1,0.17,1.147,27.6
1485,2020-07-20,2020,29,30,7,S02,Groceries,22097.24,497,1,0.23,1.147,16.4
1486,2020-07-27,2020,30,31,7,S02,Groceries,23840.53,890,1,0.24,1.147,27.6
1487,2020-08-03,2020,31,32,8,S02,Groceries,24156.91,591,0,0.0,1.147,18.1
1488,2020-08-10,2020,32,33,8,S02,Groceries,25279.2,867,0,0.0,1.147,30.9
1489,2020-08-17,2020,33,34,8,S02,Groceries,20885.19,690,0,0.0,1.147,21.9
1490,2020-08-24,2020,34,35,8,S02,Groceries,19281.39,664,0,0.0,1.147,21.9
1491,2020-08-31,2020,35,36,8,S02,Groceries,22818.2,681,0,0.0,1.147,11.0
1492,2020-09-07,2020,36,37,9,S02,Groceries,20315.37,585,0,0.0,1.147,21.8
1493,2020-09-14,2020,37,38,9,S02,Groceries,22203.83,528,0,0.0,1.147,24.3
1494,2020-09-21,2020,38,39,9,S02,Groceries,25265.56,608,0,0.0,1.147,21.0
1495,2020-09-28,2020,39,40,9,S02,Groceries,24293.98,558,0,0.0,1.147,27.1
1496,2020-10-05,2020,40,41,10,S02,Groceries,25483.82,954,1,0.07,1.147,15.8
1497,2020-10-12,2020,41,42,10,S02,Groceries,24996.18,708,0,0.0,1.147,15.9
1498,2020-10-19,2020,42,43,10,S02,Groceries,26318.24,638,1,0.13,1.147,8.5
1499,2020-10-26,2020,43,44,10,S02,Groceries,26126.19,844,0,0.0,1.147,10.3
1500,2020-11-02,2020,44,45,11,S02,Groceries,22659.2,595,1,0.13,1.147,0.8
1501,2020-11-09,2020,45,46,11,S02,Groceries,28862.48,1465,0,0.0,1.147,1.8
1502,2020-11-16,2020,46,47,11,S02,Groceries,24605.16,685,1,0.09,1.147,8.2
1503,2020-11-23,2020,47,48,11,S02,Groceries,27813.09,986,1,0.18,1.147,2.3
1504,2020-11-30,2020,48,49,11,S02,Groceries,24688.91,676,1,0.07,1.147,1.5
1505,2020-12-07,2020,49,50,12,S02,Groceries,26841.59,734,1,0.11,1.147,16.2
1506,2020-12-14,2020,50,51,12,S02,Groceries,25564.41,1298,1,0.07,1.147,7.1
1507,2020-12-21,2020,51,52,12,S02,Groceries,26472.04,693,1,0.06,1.147,11.5
1508,2020-12-28,2020,52,53,12,S02,Groceries,25016.74,1272,1,0.15,1.147,2.5
1509,2021-01-04,2021,1,1,1,S02,Groceries,26833.23,1204,0,0.0,1.147,10.3
1510,2021-01-11,2021,2,2,1,S02,Groceries,25083.4,717,0,0.0,1.147,2.9
1511,2021-01-18,2021,3,3,1,S02,Groceries,24828.36,683,0,0.0,1.147,0.8
1512,2021-01-25,2021,4,4,1,S02,Groceries,28910.09,886,0,0.0,1.147,13.0
1513,2021-02-01,2021,5,5,2,S02,Groceries,24938.66,933,1,0.12,1.147,8.4
1514,2021-02-08,2021,6,6,2,S02,Groceries,24550.35,579,0,0.0,1.147,6.1
1515,2021-02-15,2021,7,7,2,S02,Groceries,26206.13,802,0,0.0,1.147,3.7
1516,2021-02-22,2021,8,8,2,S02,Groceries,25415.66,639,0,0.0,1.147,11.2
1517,2021-03-01,2021,9,9,3,S02,Groceries,26586.82,764,1,0.21,1.147,13.8
1518,2021-03-08,2021,10,10,3,S02,Groceries,26996.11,776,0,0.0,1.147,8.6
1519,2021-03-15,2021,11,11,3,S02,Groceries,26964.87,914,0,0.0,1.147,14.6
1520,2021-03-22,2021,12,12,3,S02,Groceries,25707.02,1348,0,0.0,1.147,7.1
1521,2021-03-29,2021,13,13,3,S02,Groceries,28065.99,994,0,0.0,1.147,12.6
1522,2021-04-05,2021,14,14,4,S02,Groceries,28282.66,762,0,0.0,1.147,21.7
1523,2021-04-12,2021,15,15,4,S02,Groceries,25997.08,978,0,0.0,1.147,13.3
1524,2021-04-19,2021,16,16,4,S02,Groceries,29539.18,972,0,0.0,1.147,19.3
1525,2021-04-26,2021,17,17,4,S02,Groceries,26459.98,1330,1,0.24,1.147,18.3
1526,2021-05-03,2021,18,18,5,S02,Groceries,25773.39,680,0,0.0,1.147,22.6
1527,2021-05-10,2021,19,19,5,S02,Groceries,26000.43,1404,0,0.0,1.147,23.3
1528,2021-05-17,2021,20,20,5,S02,Groceries,25595.24,680,0,0.0,1.147,25.4
1529,2021-05-24,2021,21,21,5,S02,Groceries,29997.07,1280,0,0.0,1.147,26.7
1530,2021-05-31,2021,22,22,5,S02,Groceries,28551.63,811,0,0.0,1.147,25.2
1531,2021-06-07,2021,23,23,6,S02,Groceries,26935.68,620,0,0.0,1.147,37.0
1532,2021-06-14,2021,24,24,6,S02,Groceries,27699.4,626,0,0.0,1.147,30.5
1533,2021-06-21,2021,25,25,6,S02,Groceries,28116.43,888,1,0.07,1.147,31.5
1534,2021-06-28,2021,26,26,6,S02,Groceries,26941.05,1089,0,0.0,1.147,30.3
1535,2021-07-05,2021,27,27,7,S02,Groceries,27767.39,1504,1,0.1,1.147,31.0
1536,2021-07-12,2021,28,28,7,S02,Groceries,24543.98,593,0,0.0,1.147,27.7
1537,2021-07-19,2021,29,29,7,S02,Groceries,26504.07,724,0,0.0,1.147,30.8
1538,2021-07-26,2021,30,30,7,S02,Groceries,26795.11,661,0,0.0,1.147,24.1
1539,2021-08-02,2021,31,31,8,S02,Groceries,29976.92,1004,0,0.0,1.147,23.8
1540,2021-08-09,2021,32,32,8,S02,Groceries,27702.81,1296,0,0.0,1.147,18.6
1541,2021-08-16,2021,33,33,8,S02,Groceries,26214.23,608,0,0.0,1.147,22.3
1542,2021-08-23,2021,34,34,8,S02,Groceries,28001.42,1021,0,0.0,1.147,21.8
1543,2021-08-30,2021,35,35,8,S02,Groceries,26178.8,773,1,0.18,1.147,22.9
1544,2021-09-06,2021,36,36,9,S02,Groceries,26693.13,1278,1,0.16,1.147,25.2
1545,2021-09-13,2021,37,37,9,S02,Groceries,27430.82,1070,0,0.0,1.147,16.0
1546,2021-09-20,2021,38,38,9,S02,Groceries,26899.41,808,0,0.0,1.147,12.5
1547,2021-09-27,2021,39,39,9,S02,Groceries,23288.13,759,0,0.0,1.147,11.7
1548,2021-10-04,2021,40,40,10,S02,Groceries,27193.81,770,0,0.0,1.147,3.4
1549,2021-10-11,2021,41,41,10,S02,Groceries,22595.05,1032,0,0.0,1.147,17.6
1550,2021-10-18,2021,42,42,10,S02,Groceries,26109.0,1026,0,0.0,1.147,16.2
1551,2021-10-25,2021,43,43,10,S02,Groceries,29276.64,715,0,0.0,1.147,7.1
1552,2021-11-01,2021,44,44,11,S02,Groceries,26738.1,735,0,0.0,1.147,15.3
1553,2021-11-08,2021,45,45,11,S02,Groceries,30349.18,780,0,0.0,1.147,0.5
1554,2021-11-15,2021,46,46,11,S02,Groceries,29207.57,1442,1,0.24,1.147,5.8
1555,2021-11-22,2021,47,47,11,S02,Groceries,26819.74,649,1,0.22,1.147,5.2
1556,2021-11-29,2021,48,48,11,S02,Groceries,26543.07,643,1,0.24,1.147,-1.0
1557,2021-12-06,2021,49,49,12,S02,Groceries,26154.64,996,1,0.22,1.147,11.8
1558,2021-12-13,2021,50,50,12,S02,Groceries,27372.3,770,1,0.06,1.147,1.3
1559,2021-12-20,2021,51,51,12,S02,Groceries,27791.86,983,1,0.07,1.147,6.8
1560,2021-12-27,2021,52,52,12,S02,Groceries,28832.87,727,1,0.21,1.147,0.7
1561,2022-01-03,2022,1,1,1,S02,Groceries,24775.41,915,0,0.0,1.147,-3.1
1562,2022-01-10,2022,2,2,1,S02,Groceries,25984.0,653,0,0.0,1.147,6.9
1563,2022-01-17,2022,3,3,1,S02,Groceries,28246.7,635,1,0.14,1.147,-2.7
1564,2022-01-24,2022,4,4,1,S02,Groceries,27581.04,621,0,0.0,1.147,6.8
1565,2022-01-31,2022,5,5,1,S02,Groceries,31635.38,1377,1,0.06,1.147,6.2
1566,2022-02-07,2022,6,6,2,S02,Groceries,25486.95,962,0,0.0,1.147,9.3
1567,2022-02-14,2022,7,7,2,S02,Groceries,27423.35,983,0,0.0,1.147,17.8
1568,2022-02-21,2022,8,8,2,S02,Groceries,30625.97,1210,0,0.0,1.147,4.7
1569,2022-02-28,2022,9,9,2,S02,Groceries,27891.38,1058,0,0.0,1.147,25.1
1570,2022-03-07,2022,10,10,3,S02,Groceries,28057.22,780,0,0.0,1.147,5.7
1571,2022-03-14,2022,11,11,3,S02,Groceries,26334.12,952,0,0.0,1.147,13.6
1572,2022-03-21,2022,12,12,3,S02,Groceries,26786.67,606,1,0.14,1.147,11.1
1573,2022-03-28,2022,13,13,3,S02,Groceries,25999.5,626,0,0.0,1.147,22.7
1574,2022-04-04,2022,14,14,4,S02,Groceries,28349.74,1455,1,0.1,1.147,12.3
1575,2022-04-11,2022,15,15,4,S02,Groceries,23425.03,711,0,0.0,1.147,16.9
1576,2022-04-18,2022,16,16,4,S02,Groceries,27499.89,1018,1,0.06,1.147,11.7
1577,2022-04-25,2022,17,17,4,S02,Groceries,27760.08,702,0,0.0,1.147,16.7
1578,2022-05-02,2022,18,18,5,S02,Groceries,25888.39,691,0,0.0,1.147,19.2
1579,2022-05-09,2022,19,19,5,S02,Groceries,29252.32,1389,0,0.0,1.147,20.5
1580,2022-05-16,2022,20,20,5,S02,Groceries,30263.96,1070,1,0.18,1.147,25.3
1581,2022-05-23,2022,21,21,5,S02,Groceries,25780.11,645,0,0.0,1.147,23.2
1582,2022-05-30,2022,22,22,5,S02,Groceries,25691.23,1074,0,0.0,1.147,25.8
1583,2022-06-06,2022,23,23,6,S02,Groceries,27371.45,1092,0,0.0,1.147,34.1
1584,2022-06-13,2022,24,24,6,S02,Groceries,26476.84,620,0,0.0,1.147,25.8
1585,2022-06-20,2022,25,25,6,S02,Groceries,28125.8,1353,1,0.23,1.147,22.5
1586,2022-06-27,2022,26,26,6,S02,Groceries,26140.64,1025,0,0.0,1.147,32.7
1587,2022-07-04,2022,27,27,7,S02,Groceries,28752.22,1382,0,0.0,1.147,31.4
1588,2022-07-11,2022,28,28,7,S02,Groceries,26143.7,1205,1,0.12,1.147,24.5
1589,2022-07-18,2022,29,29,7,S02,Groceries,31156.05,961,0,0.0,1.147,44.1
1590,2022-07-25,2022,30,30,7,S02,Groceries,28460.0,758,0,0.0,1.147,26.6
1591,2022-08-01,2022,31,31,8,S02,Groceries,29442.87,844,0,0.0,1.147,29.0
1592,2022-08-08,2022,32,32,8,S02,Groceries,21911.23,555,0,0.0,1.147,20.1
1593,2022-08-15,2022,33,33,8,S02,Groceries,29314.33,833,0,0.0,1.147,25.3
1594,2022-08-22,2022,34,34,8,S02,Groceries,29156.35,1080,0,0.0,1.147,26.2
1595,2022-08-29,2022,35,35,8,S02,Groceries,28978.68,995,1,0.08,1.147,24.8
1596,2022-09-05,2022,36,36,9,S02,Groceries,23361.88,558,0,0.0,1.147,24.5
1597,2022-09-12,2022,37,37,9,S02,Groceries,26213.93,1266,0,0.0,1.147,13.6
1598,2022-09-19,2022,38,38,9,S02,Groceries,29502.48,959,0,0.0,1.147,23.3
1599,2022-09-26,2022,39,39,9,S02,Groceries,25586.23,639,0,0.0,1.147,15.3
1600,2022-10-03,2022,40,40,10,S02,Groceries,26297.74,997,0,0.0,1.147,13.3
1601,2022-10-10,2022,41,41,10,S02,Groceries,27419.85,1282,0,0.0,1.147,24.6
1602,2022-10-17,2022,42,42,10,S02,Groceries,29027.22,1252,0,0.0,1.147,1.8
1603,2022-10-24,2022,43,43,10,S02,Groceries,28793.46,646,0,0.0,1.147,3.9
1604,2022-10-31,2022,44,44,10,S02,Groceries,26926.49,715,0,0.0,1.147,10.4
1605,2022-11-07,2022,45,45,11,S02,Groceries,29157.93,746,0,0.0,1.147,10.3
1606,2022-11-14,2022,46,46,11,S02,Groceries,27199.47,882,1,0.16,1.147,8.5
1607,2022-11-21,2022,47,47,11,S02,Groceries,26689.48,1117,1,0.19,1.147,6.6
1608,2022-11-28,2022,48,48,11,S02,Groceries,27602.75,804,1,0.13,1.147,13.2
1609,2022-12-05,2022,49,49,12,S02,Groceries,27078.93,751,1,0.14,1.147,7.6
1610,2022-12-12,2022,50,50,12,S02,Groceries,27305.64,1283,1,0.1,1.147,4.2
1611,2022-12-19,2022,51,51,12,S02,Groceries,31031.85,709,1,0.08,1.147,3.5
1612,2022-12-26,2022,52,52,12,S02,Groceries,27290.45,916,1,0.1,1.147,11.7
1613,2023-01-02,2023,1,1,1,S02,Groceries,24672.84,1111,0,0.0,1.147,4.1
1614,2023-01-09,2023,2,2,1,S02,Groceries,22964.84,533,0,0.0,1.147,-2.4
1615,2023-01-16,2023,3,3,1,S02,Groceries,29314.25,753,0,0.0,1.147,2.7
1616,2023-01-23,2023,4,4,1,S02,Groceries,29730.31,667,0,0.0,1.147,8.0
1617,2023-01-30,2023,5,5,1,S02,Groceries,28527.37,1360,0,0.0,1.147,10.7
1618,2023-02-06,2023,6,6,2,S02,Groceries,26541.3,1314,0,0.0,1.147,2.9
1619,2023-02-13,2023,7,7,2,S02,Groceries,27034.87,1419,0,0.0,1.147,9.2
1620,2023-02-20,2023,8,8,2,S02,Groceries,33762.26,1092,0,0.0,1.147,4.5
1621,2023-02-27,2023,9,9,2,S02,Groceries,27707.33,697,0,0.0,1.147,13.0
1622,2023-03-06,2023,10,10,3,S02,Groceries,25694.63,804,0,0.0,1.147,12.9
1623,2023-03-13,2023,11,11,3,S02,Groceries,28073.69,1252,0,0.0,1.147,6.5
1624,2023-03-20,2023,12,12,3,S02,Groceries,29417.34,1259,0,0.0,1.147,17.4
1625,2023-03-27,2023,13,13,3,S02,Groceries,30582.32,1546,0,0.0,1.147,17.8
1626,2023-04-03,2023,14,14,4,S02,Groceries,29931.1,1350,0,0.0,1.147,18.0
1627,2023-04-10,2023,15,15,4,S02,Groceries,28539.77,1283,0,0.0,1.147,16.0
1628,2023-04-17,2023,16,16,4,S02,Groceries,28060.12,1040,0,0.0,1.147,30.5
1629,2023-04-24,2023,17,17,4,S02,Groceries,30106.83,757,0,0.0,1.147,21.0
1630,2023-05-01,2023,18,18,5,S02,Groceries,28635.69,658,0,0.0,1.147,17.4
1631,2023-05-08,2023,19,19,5,S02,Groceries,31407.37,844,0,0.0,1.147,28.2
1632,2023-05-15,2023,20,20,5,S02,Groceries,29043.73,1298,1,0.18,1.147,19.0
1633,2023-05-22,2023,21,21,5,S02,Groceries,26315.75,720,1,0.11,1.147,31.9
1634,2023-05-29,2023,22,22,5,S02,Groceries,28680.65,1005,0,0.0,1.147,24.3
1635,2023-06-05,2023,23,23,6,S02,Groceries,29420.66,889,0,0.0,1.147,26.7
1636,2023-06-12,2023,24,24,6,S02,Groceries,26220.21,942,0,0.0,1.147,29.6
1637,2023-06-19,2023,25,25,6,S02,Groceries,24602.01,1110,0,0.0,1.147,29.8
1638,2023-06-26,2023,26,26,6,S02,Groceries,26242.2,630,0,0.0,1.147,33.5
1639,2023-07-03,2023,27,27,7,S02,Groceries,29707.92,712,0,0.0,1.147,24.2
1640,2023-07-10,2023,28,28,7,S02,Groceries,26654.58,767,0,0.0,1.147,32.2
1641,2023-07-17,2023,29,29,7,S02,Groceries,28139.11,1294,0,0.0,1.147,34.1
1642,2023-07-24,2023,30,30,7,S02,Groceries,28612.77,1294,0,0.0,1.147,24.4
1643,2023-07-31,2023,31,31,7,S02,Groceries,28469.46,677,0,0.0,1.147,22.9
1644,2023-08-07,2023,32,32,8,S02,Groceries,30049.78,786,0,0.0,1.147,23.1
1645,2023-08-14,2023,33,33,8,S02,Groceries,28239.21,636,0,0.0,1.147,29.0
1646,2023-08-21,2023,34,34,8,S02,Groceries,27151.84,1124,0,0.0,1.147,20.7
1647,2023-08-28,2023,35,35,8,S02,Groceries,27317.5,703,0,0.0,1.147,24.7
1648,2023-09-04,2023,36,36,9,S02,Groceries,29086.53,1218,0,0.0,1.147,19.3
1649,2023-09-11,2023,37,37,9,S02,Groceries,27838.02,887,1,0.18,1.147,22.0
1650,2023-09-18,2023,38,38,9,S02,Groceries,28017.01,968,0,0.0,1.147,23.8
1651,2023-09-25,2023,39,39,9,S02,Groceries,25595.99,756,0,0.0,1.147,12.6
1652,2023-10-02,2023,40,40,10,S02,Groceries,30056.22,910,0,0.0,1.147,8.1
1653,2023-10-09,2023,41,41,10,S02,Groceries,29866.65,1164,0,0.0,1.147,11.2
1654,2023-10-16,2023,42,42,10,S02,Groceries,29021.25,997,0,0.0,1.147,11.8
1655,2023-10-23,2023,43,43,10,S02,Groceries,31972.86,737,0,0.0,1.147,8.1
1656,2023-10-30,2023,44,44,10,S02,Groceries,30641.88,855,0,0.0,1.147,10.0
1657,2023-11-06,2023,45,45,11,S02,Groceries,28096.05,757,0,0.0,1.147,4.0
1658,2023-11-13,2023,46,46,11,S02,Groceries,30939.12,958,1,0.09,1.147,-0.6
1659,2023-11-20,2023,47,47,11,S02,Groceries,28941.08,695,1,0.09,1.147,4.4
1660,2023-11-27,2023,48,48,11,S02,Groceries,26469.95,1099,1,0.23,1.147,5.4
1661,2023-12-04,2023,49,49,12,S02,Groceries,30517.71,844,1,0.24,1.147,-1.6
1662,2023-12-11,2023,50,50,12,S02,Groceries,28265.13,916,1,0.06,1.147,8.9
1663,2023-12-18,2023,51,51,12,S02,Groceries,30365.17,810,1,0.2,1.147,-1.2
1664,2023-12-25,2023,52,52,12,S02,Groceries,27768.58,1051,1,0.05,1.147,-3.8
1665,2020-01-06,2020,1,2,1,S02,Home & Garden,8043.67,187,0,0.0,1.147,-4.3
